trial_num,to,it,mt,mpd_xz,mpd_xy,mpd_zy,mpd_xzy,fda_de
17,0.4436470042358947,0.4444444444444444,0.5,-0.023903709729132597,0.01034788093128242,0.02440510805725994,-0.023256455947985637,0
18,0.9310784007003617,0.9333333333333333,1.5555555555555556,0.577437696773877,0.6271400121089616,-0.27022946648286866,-0.608763965314793,0
19,0.6667057286041537,0.6666666666666666,0.43333333333333346,-0.03491788276906361,-0.013649361085845982,0.035966736078261244,-0.03352038344985447,0
20,0.5776549646826244,0.5777777777777777,0.3777777777777779,-0.05028678718029237,-0.03738080643469903,0.0521892606190033,-0.04301943628131115,0
21,0.19989913358981556,0.2,0.3777777777777777,-0.05811942201200687,0.00939490771295735,0.06313523658037777,-0.05968683499235993,0
22,0.33299039696532,0.3333333333333333,0.3888888888888889,-0.0399487280804495,0.03284355024683757,0.07074239357410614,-0.057902300625212344,0
23,0.2768325116051429,0.2777777777777778,0.4,-0.048997256847380266,-0.023142241781174085,0.03604092612947015,-0.04228161484399233,0
24,0.1984406046651976,0.2,0.5111111111111111,-0.03573357269544182,0.04591549878993356,0.08193010748522095,-0.06926226326645034,0
25,0.2777650044234309,0.2777777777777778,0.34444444444444444,-0.042743671736459043,0.026283777922777113,0.06470038556414041,-0.056722522713274104,0
26,0.18727190819173856,0.18888888888888888,0.4222222222222223,-0.062440959735934234,0.02621117227763623,0.06667948148807495,-0.06077786245019541,0
27,0.26613493417186224,0.26666666666666666,0.3777777777777778,-0.028784408332260033,0.02307195893796877,0.04690037987819937,-0.03957712249570068,0
28,0.2112821200660513,0.2111111111111111,0.25555555555555554,-0.08371694957012375,0.012582968121358,0.07758603657688355,-0.07740102120962801,0
29,0.21123322438075195,0.2111111111111111,0.3222222222222222,-0.03855967543971603,0.009144180469051185,0.04162085050990489,-0.04053032126421631,0
30,0.21175549488273684,0.2111111111111111,0.38888888888888884,-0.06652522383208091,-0.02574747917896031,0.04770695772676535,-0.057178833014956465,0
31,0.17365000627805763,0.17777777777777778,0.34444444444444444,-0.0521036735520577,0.01564832555939848,0.05582040884038485,-0.05322458074930486,0
32,0.23308860991833005,0.23333333333333334,0.3444444444444444,-0.07674101882447251,-0.03859721373729296,0.04440938385333898,-0.06395900348935706,0
33,0.24350232373332073,0.24444444444444444,0.34444444444444444,-0.016097120873518996,-0.0058130575348706226,0.011951314913029958,-0.013661112217356441,0
34,0.2106963731844713,0.2111111111111111,0.33333333333333326,-0.05687702132852854,0.015792407491251933,0.07098660449742251,-0.06422632578667434,0
35,0.22240077277935388,0.2222222222222222,0.2555555555555556,-0.06155165278591607,0.011831949559487232,0.06316044336655148,-0.06128287460953664,0
36,0.2443485010235112,0.24444444444444444,0.42222222222222217,-0.07532866357399891,0.06357172459648706,0.13707809184486308,-0.11950538379529817,0
37,0.1884613659975419,0.18888888888888888,0.3666666666666667,-0.06089433623120903,0.025949521520244195,0.07056803580204536,-0.06523677229111068,0
38,0.22189098478600294,0.2222222222222222,0.3555555555555555,-0.08306226761098676,-0.015069517942593176,0.08053441830197364,-0.0763710490065817,0
39,0.41076099682495637,0.4111111111111111,0.25555555555555554,-0.049634214826178025,0.06925587057276904,0.09445508415993181,-0.08303370551877601,0
40,0.25535801308733785,0.25555555555555554,0.38888888888888895,-0.027417958041199626,0.01938504056695079,0.04123801254224992,-0.03736417299503662,0
41,0.1535646672174784,0.15555555555555556,0.38888888888888884,-0.08266578831663773,-0.03779551519189666,0.07093904279415565,-0.07080389282251524,0
42,0.49921675961312767,0.5,0.28888888888888886,-0.03691977768147812,0.026919950716652527,0.055269896260162675,-0.049498041672535756,0
43,0.2333123909764251,0.23333333333333334,0.36666666666666664,-0.08124146718369502,-0.047082959207688714,0.052278339146349224,-0.0666573445332065,0
44,0.47792327146460156,0.4777777777777778,0.3,-0.06235880899347342,-0.018864355729575445,0.06588924364296357,-0.06226866855750277,0
45,0.25556902481238747,0.25555555555555554,0.3555555555555556,-0.07960386742547752,-0.043595354127770825,0.0485564228148426,-0.06538490318382564,0
46,0.1431774496434261,0.14444444444444443,0.4777777777777778,-0.04796455446722004,-0.0262392252754646,0.052914890611785496,-0.049004141660137314,0
47,0.1888105342691488,0.18888888888888888,0.34444444444444444,-0.024490532536244777,-0.007501722759732219,0.021806001796794535,-0.02168762248967597,0
48,0.21105553892186113,0.2111111111111111,0.29999999999999993,-0.04870571202318144,0.023401824156857355,0.05926438747115048,-0.05271990743636877,0
49,0.24452606812400848,0.24444444444444444,0.3222222222222222,-0.060353548600834674,-0.035430704189916375,0.06192007439424444,-0.05695403208530868,0
50,0.20942546766138861,0.2111111111111111,0.37777777777777777,-0.05079274593768471,-0.013911259485706297,0.042546333947762326,-0.045968727853185266,0
51,0.17794220933005583,0.17777777777777778,0.33333333333333326,-0.0451785989968084,0.013332134842072317,0.04466879011387438,-0.042995530533471084,0
52,0.2335504514535214,0.23333333333333334,0.31111111111111106,-0.06280751056292702,-0.014488427666950484,0.05259299269770778,-0.055517452777782625,0
53,0.25568916596211727,0.25555555555555554,0.3222222222222222,-0.10284315631936522,-0.03174134746924357,0.10048368608285785,-0.09510237839408331,0
54,0.2668341004707498,0.26666666666666666,0.32222222222222224,-0.058721505783255676,0.01862071751923494,0.058609579263881655,-0.05793089087672655,0
55,0.21086548448564807,0.2111111111111111,0.5666666666666667,0.10845485028467945,0.1104438851329326,0.06092643551598726,0.09817401755222449,0
56,0.3219682346892381,0.32222222222222224,0.3444444444444444,-0.0767229545818167,-0.02096454846941299,0.06423515273603726,-0.06998699518764287,0
57,0.22253955194212802,0.2222222222222222,0.33333333333333337,-0.037069263795097826,-0.0061831634565696625,0.032957383119165524,-0.035400636014830865,0
58,0.2547902231409164,0.25555555555555554,0.3666666666666667,-0.08194669322713147,-0.04874220981071096,0.054870520423921904,-0.06991485211059982,0
59,0.28884619143860973,0.28888888888888886,0.30000000000000004,-0.08368740667975845,-0.025870374373827967,0.06041086036057812,-0.07132540983530325,0
60,0.07622316821046869,0.07777777777777778,0.4222222222222222,-0.05502727504909559,0.025385251593371305,0.071105622547982,-0.06355526992588495,0
61,0.2667925173564778,0.26666666666666666,0.3444444444444445,-0.08241602493290355,-0.04839166863641642,0.053668497776794104,-0.06732668290810366,0
62,0.24452204057095553,0.24444444444444444,0.3555555555555555,-0.07510780227499456,-0.048881585667088084,0.06565381084926152,-0.06192547107146639,0
63,0.21025338744729116,0.2111111111111111,0.4444444444444444,-0.06209169435576004,-0.0399208508463433,0.059460889476065905,-0.049967438158432013,0
64,0.2778820978283992,0.2777777777777778,0.3555555555555555,-0.06477865805275601,-0.029616827054652885,0.08269487156277873,-0.07001400199800704,0
65,0.20923413709508606,0.2111111111111111,0.4666666666666667,-0.04068348770943704,0.05253741575593992,0.06710801055312321,-0.0564727224787968,0
66,0.22203482436474467,0.2222222222222222,0.30000000000000004,-0.06688025326991785,0.010941785093912589,0.06896041300918412,-0.06644018101569818,0
67,0.6222854274906583,0.6222222222222222,0.33333333333333337,-0.08552935880966699,0.02376661135462153,0.10105996234745253,-0.08935751699052204,0
68,0.2772250522968215,0.2777777777777778,0.34444444444444444,-0.04980096304366527,-0.023491461896697968,0.036415454116869146,-0.04101126615062894,0
69,0.27728857392339024,0.2777777777777778,0.4666666666666667,-0.11267729749376132,-0.04167490721489341,0.12726368916919042,-0.11102570062901117,0
70,0.4221757500439332,0.4222222222222222,0.32222222222222224,-0.06443702173588846,0.07297039345195136,0.1249071129416865,-0.10398256740719523,0
71,0.2319840993815619,0.23333333333333334,0.41111111111111115,-0.09327867165946278,0.0445395579883528,0.10945254921227852,-0.09725633222486324,0
72,0.2331448643013721,0.23333333333333334,0.4222222222222222,-0.09752983107924874,-0.0505488342358632,0.08283889206696965,-0.0823986027225403,0
73,0.6883980900194384,0.6888888888888889,0.37777777777777777,-0.08473361810336097,0.02490886806854295,0.100304302381826,-0.08846389697756822,0
74,0.2997742149180343,0.3,0.3777777777777778,-0.056699804181736875,-0.029694160294880742,0.07945007541283172,-0.07139322917852554,0
75,0.23356482264970102,0.23333333333333334,0.32222222222222224,-0.10959838730873873,0.02746979541832316,0.12046350836524175,-0.11324857766358926,0
76,0.25555757712644145,0.25555555555555554,0.34444444444444444,-0.046399182703947196,0.01701375979717491,0.05825878844055475,-0.0515884708508068,0
77,0.2556899345617941,0.25555555555555554,0.33333333333333337,-0.08219331555539203,-0.015675613269344232,0.06634442727330991,-0.0740110659967335,0
78,0.3001153052140636,0.3,0.36666666666666664,-0.09918524150408489,-0.03432370066494417,0.08663552969985791,-0.08915651095471723,0
79,0.23444444339972537,0.23333333333333334,0.39999999999999997,-0.08431234765839979,-0.03229422265596852,0.09052690860696794,-0.08153766808142793,0
